FF01-374,2019-11-30,,,FF01-374,FF01,374,20491354322,20491354322,,,10,SERVICIO DE TRANSPORTE,2000.00,0.30,0.35,593.22,106.78,700.00,,,,,,AC SERVICENTRO AEDO SAC,NIU
FF01-376,2019-11-30,,,FF01-376,FF01,376,20191338856,20191338856,,,5,DIESEL 2,500.00,10.18,12.01,5088.98,916.02,6005.00,,,,,,PTC S.A.C,GLL
FF01-377,2019-11-30,,,FF01-377,FF01,377,20514739065,20514739065,,,10,SERVICIO DE TRANSPORTE,2500.00,0.08,0.10,211.86,38.14,250.00,,,,,,GRUPO E & E SAC,NIU
FF01-378,2019-11-30,,,FF01-378,FF01,378,20510800258,20510800258,,,10,SERVICIO DE TRANSPORTE,4000.00,0.18,0.21,711.86,128.14,840.00,,,,,,GRIFO KAREN & CAROL S.C.R.LTDA.,NIU
FF01-379,2019-11-30,,,FF01-379,FF01,379,20163695198,20163695198,,,5,DIESEL 2,145.30,9.97,11.77,1449.31,260.88,1710.18,,,,,,TRANSUD S.A.C.,GLL
FF01-380,2019-12-02,,,FF01-380,FF01,380,20512750045,20512750045,,,5,DIESEL 2,1000.00,9.74,11.49,9737.29,1752.71,11490.00,,,,,,SOLUCIONES LOGISTICAS INTERNACIONALES SAC,GLL
FF01-382,2019-12-03,,,FF01-382,FF01,382,20535764272,20535764272,,,5,DIESEL 2,8.96,9.97,11.77,89.34,16.08,105.42,,,,,,CORBRAND S.A.C.,GLL
FF01-383,2019-12-03,,,FF01-383,FF01,383,20491354322,20491354322,,,10,SERVICIO DE TRANSPORTE,2000.00,0.30,0.35,593.22,106.78,700.00,,,,,,AC SERVICENTRO AEDO SAC,NIU
FF01-384,2019-12-04,,,FF01-384,FF01,384,20191338856,20191338856,,,5,DIESEL 2,500.00,10.18,12.01,5088.98,916.02,6005.00,,,,,,PTC S.A.C,GLL
FF01-386,2019-12-04,,,FF01-386,FF01,386,20510800258,20510800258,,,10,SERVICIO DE TRANSPORTE,4000.00,0.18,0.21,711.86,128.14,840.00,,,,,,GRIFO KAREN & CAROL S.C.R.LTDA.,NIU
FF01-387,2019-12-04,,,FF01-387,FF01,387,20511433020,20511433020,,,10,SERVICIO DE TRANSPORTE,3000.00,0.07,0.08,211.86,38.14,250.00,,,,,,ESTACION DE SERVICIOS GRIFO ALAMO E.I.R.L.,NIU
FF01-388,2019-12-05,,,FF01-388,FF01,388,20510800258,20510800258,,,10,SERVICIO DE TRANSPORTE,3000.00,0.18,0.21,533.90,96.10,630.00,,,,,,GRIFO KAREN & CAROL S.C.R.LTDA.,NIU
FF01-389,2019-12-06,,,FF01-389,FF01,389,20602217508,20602217508,,,9,GAS LICUADO DE PETROLEO x 45 kg,30.00,148.31,175.00,4449.15,800.85,5250.00,,,,,,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA NORTE,LTR
FF01-390,2019-12-06,,,FF01-390,FF01,390,20501889068,20501889068,,,5,DIESEL 2,918.07,10.41,12.28,9554.24,1719.76,11274.00,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
FF01-393,2019-12-06,,,FF01-393,FF01,393,20511433020,20511433020,,,10,SERVICIO DE TRANSPORTE,3000.00,0.07,0.08,211.86,38.14,250.00,,,,,,ESTACION DE SERVICIOS GRIFO ALAMO E.I.R.L.,NIU
FF01-394,2019-12-06,,,FF01-394,FF01,394,20491354322,20491354322,,,10,SERVICIO DE TRANSPORTE,2500.00,0.29,0.35,737.29,132.71,870.00,,,,,,AC SERVICENTRO AEDO SAC,NIU
FF01-395,2019-12-07,,,FF01-395,FF01,395,20510800258,20510800258,,,10,SERVICIO DE TRANSPORTE,3000.00,0.18,0.21,533.90,96.10,630.00,,,,,,GRIFO KAREN & CAROL S.C.R.LTDA.,NIU
FF01-396,2019-12-07,,,FF01-396,FF01,396,20524388376,20524388376,,,10,SERVICIO DE TRANSPORTE,4000.00,0.07,0.09,296.61,53.39,350.00,,,,,,C & E GRIFOS S.A.C.,NIU
FF02-261,2019-11-30,,,FF02-261,FF02,261,20163695198,20163695198,,,5,DIESEL 2,248.20,9.97,11.77,2475.69,445.62,2921.31,,,,,,TRANSUD S.A.C.,GLL
FF02-262,2019-11-30,,,FF02-262,FF02,262,20163695198,20163695198,,,5,DIESEL 2,631.50,9.97,11.77,6298.95,1133.81,7432.76,,,,,,TRANSUD S.A.C.,GLL
FF02-263,2019-11-30,,,FF02-263,FF02,263,20163695198,20163695198,,,5,DIESEL 2,240.00,9.97,11.77,2393.90,430.90,2824.80,,,,,,TRANSUD S.A.C.,GLL
FF02-264,2019-11-30,,,FF02-264,FF02,264,20518518543,20518518543,,,5,DIESEL 2,141.32,9.98,11.78,1410.54,253.90,1664.44,,,,,,CONSORCIO 22 SRL,GLL
FF02-265,2019-11-30,,,FF02-265,FF02,265,20600701691,20600701691,,,2,GAS 90,758.24,9.95,11.74,7546.77,1358.42,8905.19,,,,,,LINEA INTEGRAL DE SEGURIDAD S.A.C.,GLL
FF02-266,2019-11-30,,,FF02-266,FF02,266,20550943060,20550943060,,,5,DIESEL 2,898.58,9.98,11.78,8967.86,1614.21,10582.07,,,,,,SCLT PERU SAC,GLL
FF02-267,2019-11-30,,,FF02-267,FF02,267,20506748195,20506748195,,,5,DIESEL 2,865.03,9.98,11.78,8635.59,1554.41,10190.00,,,,,,SEC TRANSPORTES Y NEGOCIOS S.R.L.,GLL
FF02-268,2019-11-30,,,FF02-268,FF02,268,20163695198,20163695198,,,5,DIESEL 2,203.00,9.97,11.77,2024.84,364.47,2389.31,,,,,,TRANSUD S.A.C.,GLL
FF02-269,2019-11-30,,,FF02-269,FF02,269,20536811827,20536811827,,,2,GAS 90,2.21,11.01,12.99,24.33,4.38,28.71,,,,,,JUAN GALINDO SLU SUCURSAL DEL PERU,GLL
FF02-271,2019-11-30,,,FF02-271,FF02,271,20192263108,20192263108,,,5,DIESEL 2,822.37,9.98,11.78,8208.28,1477.49,9685.77,,,,,,ORGANIZACIONES SERMAT S.A.C.,GLL
FF02-272,2019-12-04,,,FF02-272,FF02,272,20163695198,20163695198,,,5,DIESEL 2,363.90,9.97,11.77,3629.75,653.35,4283.10,,,,,,TRANSUD S.A.C.,GLL
FF03-226,2019-11-30,,,FF03-226,FF03,226,20518518543,20518518543,,,5,DIESEL 2,139.49,9.98,11.77,1391.94,250.55,1642.49,,,,,,CONSORCIO 22 SRL,GLL
FF03-227,2019-11-30,,,FF03-227,FF03,227,20504750931,20504750931,,,5,DIESEL 2,34.43,10.40,12.28,358.20,64.48,422.68,,,,,,ROLANDO MULTISERVICIOS SAC,GLL
FF03-228,2019-11-30,,,FF03-228,FF03,228,20373756912,20373756912,,,5,DIESEL 2,112.61,10.41,12.28,1171.91,210.94,1382.85,,,,,,EMPRESA DE TRANSPORTES DIAZ SRL,GLL
FF03-229,2019-11-30,,,FF03-229,FF03,229,20518518543,20518518543,,,5,DIESEL 2,139.71,9.98,11.78,1394.36,250.99,1645.35,,,,,,CONSORCIO 22 SRL,GLL
FF03-231,2019-11-30,,,FF03-231,FF03,231,20514739065,20514739065,,,10,SERVICIO DE TRANSPORTE,3000.00,0.08,0.10,254.24,45.76,300.00,,,,,,GRUPO E & E SAC,NIU
FF03-233,2019-11-30,,,FF03-233,FF03,233,20163695198,20163695198,,,5,DIESEL 2,184.07,9.97,11.77,1836.02,330.48,2166.50,,,,,,TRANSUD S.A.C.,GLL
FF03-234,2019-11-30,,,FF03-234,FF03,234,20518518543,20518518543,,,5,DIESEL 2,134.04,9.98,11.78,1337.64,240.78,1578.42,,,,,,CONSORCIO 22 SRL,GLL
FF03-235,2019-11-30,,,FF03-235,FF03,235,20373756912,20373756912,,,5,DIESEL 2,170.96,10.41,12.28,1779.14,320.25,2099.39,,,,,,EMPRESA DE TRANSPORTES DIAZ SRL,GLL
FF03-240,2019-11-30,,,FF03-240,FF03,240,20163695198,20163695198,,,5,DIESEL 2,261.00,9.97,11.77,2603.36,468.61,3071.97,,,,,,TRANSUD S.A.C.,GLL
FF03-241,2019-11-30,,,FF03-241,FF03,241,20518518543,20518518543,,,5,DIESEL 2,150.65,9.98,11.78,1503.57,270.64,1774.21,,,,,,CONSORCIO 22 SRL,GLL
FF03-242,2019-11-30,,,FF03-242,FF03,242,20506748195,20506748195,,,5,DIESEL 2,703.89,9.98,11.78,7026.99,1264.86,8291.85,,,,,,SEC TRANSPORTES Y NEGOCIOS S.R.L.,GLL
FF03-243,2019-11-30,,,FF03-243,FF03,243,20192263108,20192263108,,,5,DIESEL 2,1075.95,9.98,11.78,10741.26,1933.43,12674.69,,,,,,ORGANIZACIONES SERMAT S.A.C.,GLL
FF03-246,2019-11-30,,,FF03-246,FF03,246,20491354322,20491354322,,,10,SERVICIO DE TRANSPORTE,2000.00,0.30,0.35,593.22,106.78,700.00,,,,,,AC SERVICENTRO AEDO SAC,NIU
FF03-248,2019-11-30,,,FF03-248,FF03,248,20373756912,20373756912,,,5,DIESEL 2,209.12,10.41,12.28,2176.26,391.73,2567.99,,,,,,EMPRESA DE TRANSPORTES DIAZ SRL,GLL
FF03-250,2019-11-30,,,FF03-250,FF03,250,20501889068,20501889068,,,5,DIESEL 2,323.20,10.41,12.28,3363.36,605.41,3968.77,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
FF03-251,2019-11-30,,,FF03-251,FF03,251,20504750931,20504750931,,,5,DIESEL 2,38.14,10.41,12.28,396.92,71.44,468.36,,,,,,ROLANDO MULTISERVICIOS SAC,GLL
FF03-252,2019-12-02,,,FF03-252,FF03,252,20510800258,20510800258,,,10,SERVICIO DE TRANSPORTE,4000.00,0.18,0.21,711.86,128.14,840.00,,,,,,GRIFO KAREN & CAROL S.C.R.LTDA.,NIU
FF03-253,2019-12-02,,,FF03-253,FF03,253,20163695198,20163695198,,,5,DIESEL 2,493.50,9.97,11.77,4922.45,886.04,5808.49,,,,,,TRANSUD S.A.C.,GLL
FF03-255,2019-12-05,,,FF03-255,FF03,255,20514739065,20514739065,,,10,SERVICIO DE TRANSPORTE,3000.00,0.08,0.10,254.24,45.76,300.00,,,,,,GRUPO E & E SAC,NIU
FF03-256,2019-12-05,,,FF03-256,FF03,256,20504750931,20504750931,,,5,DIESEL 2,71.29,10.41,12.28,741.80,133.52,875.32,,,,,,ROLANDO MULTISERVICIOS SAC,GLL
