,25-11-2019,21-11-2019,FF01,FF01-364,FF01,364,20501889068,20501889068,,,5,DIESEL 2,718.61,10.41,12.28,7478.62,1346.15,8824.77,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,25-11-2019,21-11-2019,FF03,FF03-231,FF03,231,20514739065,20514739065,,,10,SERVICIO DE TRANSPORTE,3000,0.08,0.1,254.24,45.76,300,,,,,,GRUPO E & E SAC,NIU
,25-11-2019,22-11-2019,FF01,FF01-365,FF01,365,20511433020,20511433020,,,10,SERVICIO DE TRANSPORTE,1,677.97,800,677.97,122.03,800,,,,,,ESTACION DE SERVICIOS GRIFO ALAMO E.I.R.L.,NIU
,25-11-2019,22-11-2019,FF01,FF01-366,FF01,366,20491354322,20491354322,,,10,SERVICIO DE TRANSPORTE,3000,0.25,0.29,737.29,132.71,870,,,,,,AC SERVICENTRO AEDO SAC,NIU
,25-11-2019,22-11-2019,FF02,FF02-262,FF02,262,20163695198,20163695198,,,5,DIESEL 2,631.5,9.97,11.77,6298.95,1133.81,7432.76,,,,,,TRANSUD S.A.C.,GLL
,25-11-2019,22-11-2019,FF03,FF03-234,FF03,234,20518518543,20518518543,,,5,DIESEL 2,134.04,9.98,11.78,1337.64,240.78,1578.42,,,,,,CONSORCIO 22 SRL,GLL
,25-11-2019,23-11-2019,FF01,FF01-367,FF01,367,20506748195,20506748195,,,5,DIESEL 2,1247.88,9.98,11.78,12457.63,2242.37,14700,,,,,,SEC TRANSPORTES Y NEGOCIOS S.R.L.,GLL
,25-11-2019,23-11-2019,FF01,FF01-368,FF01,368,20192263108,20192263108,,,5,DIESEL 2,1820.03,9.98,11.78,18169.49,3270.51,21440,,,,,,ORGANIZACIONES SERMAT S.A.C.,GLL
,25-11-2019,23-11-2019,FF02,FF02-263,FF02,263,20163695198,20163695198,,,5,DIESEL 2,240,9.97,11.77,2393.9,430.9,2824.8,,,,,,TRANSUD S.A.C.,GLL
,25-11-2019,23-11-2019,FF03,FF03-233,FF03,233,20163695198,20163695198,,,5,DIESEL 2,184.07,9.97,11.77,1836.02,330.48,2166.5,,,,,,TRANSUD S.A.C.,GLL
,25-11-2019,23-11-2019,FF03,FF03-235,FF03,235,20373756912,20373756912,,,5,DIESEL 2,170.96,10.41,12.28,1779.14,320.25,2099.39,,,,,,EMPRESA DE TRANSPORTES DIAZ SRL,GLL
,25-11-2019,25-11-2019,FF01,FF01-369,FF01,369,20524388376,20524388376,,,10,SERVICIO DE TRANSPORTE,1,296.61,350,296.61,53.39,350,,,,,,C & E GRIFOS S.A.C.,NIU
,25-11-2019,25-11-2019,FF01,FF01-370,FF01,370,20514739065,20514739065,,,10,SERVICIO DE TRANSPORTE,3000,0.08,0.1,254.24,45.76,300,,,,,,GRUPO E & E SAC,NIU
,26-11-2019,26-11-2019,FF01,FF01-371,FF01,371,20562840878,20562840878,,,5,DIESEL 2,430.01,9.98,11.78,4292.76,772.7,5065.46,,,,,,SERVICIOS DE TRANSPORTE CAMILA S.A.C.,GLL
,26-11-2019,26-11-2019,FF01,FF01-372,FF01,372,20191338856,20191338856,,,5,DIESEL 2,500,10.18,12.01,5088.98,916.02,6005,,,,,,PTC S.A.C,GLL
,26-11-2019,26-11-2019,FF01,FF01-373,FF01,373,20491354322,20491354322,,,10,SERVICIO DE TRANSPORTE,2000,0.3,0.35,593.22,106.78,700,,,,,,AC SERVICENTRO AEDO SAC,NIU
,26-11-2019,26-11-2019,FF02,FF02-264,FF02,264,20518518543,20518518543,,,5,DIESEL 2,141.32,9.98,11.78,1410.54,253.9,1664.44,,,,,,CONSORCIO 22 SRL,GLL
,26-11-2019,26-11-2019,FF02,FF02-265,FF02,265,20600701691,20600701691,,,2,GAS 90,758.24,9.95,11.74,7546.77,1358.42,8905.19,,,,,,LINEA INTEGRAL DE SEGURIDAD S.A.C.,GLL
,26-11-2019,26-11-2019,FF03,FF03-240,FF03,240,20163695198,20163695198,,,5,DIESEL 2,261,9.97,11.77,2603.36,468.61,3071.97,,,,,,TRANSUD S.A.C.,GLL
,28-11-2019,28-11-2019,FF01,FF01-374,FF01,374,20491354322,20491354322,,,10,SERVICIO DE TRANSPORTE,2000,0.3,0.35,593.22,106.78,700,,,,,,AC SERVICENTRO AEDO SAC,NIU
,28-11-2019,28-11-2019,FF02,FF02-266,FF02,266,20550943060,20550943060,,,5,DIESEL 2,898.58,9.98,11.78,8967.86,1614.21,10582.07,,,,,,SCLT PERU SAC,GLL
,28-11-2019,28-11-2019,FF02,FF02-267,FF02,267,20506748195,20506748195,,,5,DIESEL 2,865.03,9.98,11.78,8635.59,1554.41,10190,,,,,,SEC TRANSPORTES Y NEGOCIOS S.R.L.,GLL
,28-11-2019,28-11-2019,FF02,FF02-268,FF02,268,20163695198,20163695198,,,5,DIESEL 2,203,9.97,11.77,2024.84,364.47,2389.31,,,,,,TRANSUD S.A.C.,GLL
,29-11-2019,29-11-2019,FF01,FF01-376,FF01,376,20191338856,20191338856,,,5,DIESEL 2,500,10.18,12.01,5088.98,916.02,6005,,,,,,PTC S.A.C,GLL
,29-11-2019,29-11-2019,FF01,FF01-377,FF01,377,20514739065,20514739065,,,10,SERVICIO DE TRANSPORTE,2500,0.08,0.1,211.86,38.14,250,,,,,,GRUPO E & E SAC,NIU
,29-11-2019,29-11-2019,FF03,FF03-241,FF03,241,20518518543,20518518543,,,5,DIESEL 2,150.65,9.98,11.78,1503.57,270.64,1774.21,,,,,,CONSORCIO 22 SRL,GLL
,29-11-2019,29-11-2019,FF03,FF03-242,FF03,242,20506748195,20506748195,,,5,DIESEL 2,703.89,9.98,11.78,7026.99,1264.86,8291.85,,,,,,SEC TRANSPORTES Y NEGOCIOS S.R.L.,GLL
,29-11-2019,29-11-2019,FF03,FF03-243,FF03,243,20192263108,20192263108,,,5,DIESEL 2,1075.95,9.98,11.78,10741.26,1933.43,12674.69,,,,,,ORGANIZACIONES SERMAT S.A.C.,GLL
,30-11-2019,30-11-2019,FF01,FF01-378,FF01,378,20510800258,20510800258,,,10,SERVICIO DE TRANSPORTE,4000,0.18,0.21,711.86,128.14,840,,,,,,GRIFO KAREN & CAROL S.C.R.LTDA.,NIU
,30-11-2019,30-11-2019,FF01,FF01-379,FF01,379,20163695198,20163695198,,,5,DIESEL 2,145.3,9.97,11.77,1449.31,260.88,1710.18,,,,,,TRANSUD S.A.C.,GLL
,30-11-2019,30-11-2019,FF03,FF03-246,FF03,246,20491354322,20491354322,,,10,SERVICIO DE TRANSPORTE,2000,0.3,0.35,593.22,106.78,700,,,,,,AC SERVICENTRO AEDO SAC,NIU
,02-12-2019,02-12-2019,FF01,FF01-380,FF01,380,20512750045,20512750045,,,5,DIESEL 2,1000,9.74,11.49,9737.29,1752.71,11490,,,,,,SOLUCIONES LOGISTICAS INTERNACIONALES SAC,GLL
