,"2019-12-17",,,"FF01-409","FF01","409",20192263108,20192263108,"D4U-822,B8M-899
A0R-946,D4K-718
D4Z-828,D4K-719
",,5,"DIESEL 2",941.62,10.16,11.99,9567.8,1722.2,11290,,,,,,"ORGANIZACIONES SERMAT S.A.C.","GLL"
,"2019-12-17",,,"FF02-283","FF02","283",20518518543,20518518543,"-",,5,"DIESEL 2",100,9.91,11.69,990.68,178.32,1169,,,,,,"CONSORCIO 22 SRL","GLL"
,"2019-12-17",,,"FF02-284","FF02","284",20163695198,20163695198,"APA-878",,5,"DIESEL 2",213,10.14,11.96,2158.88,388.6,2547.48,,,,,,"TRANSUD S.A.C.","GLL"
,"2019-12-17",,,"FF03-269","FF03","269",20163695198,20163695198,"AGG-921,B8Q-713
C1F-898,C4W-863
MONTACARGA
",,5,"DIESEL 2",217.3,10.14,11.96,2202.47,396.44,2598.91,,,,,,"TRANSUD S.A.C.","GLL"
,"2019-12-18",,,"FF01-410","FF01","410",20191338856,20191338856,"D8H-785",,5,"DIESEL 2",500,10.34,12.2,5169.49,930.51,6100,,,,,,"PTC S.A.C","GLL"
,"2019-12-18",,,"FF01-411","FF01","411",20501889068,20501889068,"AAG-818,AHJ-708,D9A-854
A6K 935,F6P-737,B6F-945
AAK-942,D8S-903,C6X-774
C6A-879
",,5,"DIESEL 2",678.19,10.5,12.39,7121.09,1281.8,8402.89,,,,,,"EMPRESA DE TRANSPORTES YUVIEL S.A.","GLL"
,"2019-12-19",,,"FF01-412","FF01","412",20491354322,20491354322,"D8H-785",,10,"SERVICIO DE TRANSPORTE",2000,0.3,0.35,593.22,106.78,700,,,,,,"AC SERVICENTRO AEDO SAC","NIU"
,"2019-12-19",,,"FF01-413","FF01","413",20514739065,20514739065,"APR-792",,10,"SERVICIO DE TRANSPORTE",2500,0.08,0.1,211.86,38.14,250,,,,,,"GRUPO E & E SAC","NIU"
,"2019-12-19",,,"FF02-285","FF02","285",20562840878,20562840878,"B6I-722,F2N-811
AKU-768
",,5,"DIESEL 2",313.59,10.16,11.99,3186.44,573.56,3760,,,,,,"NIU","GLL"
,"2019-12-19",,,"FF02-286","FF02","286",20192263108,20192263108,"A0R-946,D4K-718,D6Z-899
D4Z-828,D4K-719,C3H-796
",,5,"DIESEL 2",783.99,10.16,11.99,7966.1,1433.9,9400,,,,,,"ORGANIZACIONES SERMAT S.A.C.","GLL"
,"2019-12-20",,,"FF01-414","FF01","414",20191338856,20191338856,"D8H-785",,5,"DIESEL 2",500,10.34,12.2,5169.49,930.51,6100,,,,,,"PTC S.A.C","GLL"
,"2019-12-20",,,"FF02-290","FF02","290",20504750931,20504750931,"AWJ-885,BAD-207

",,5,"DIESEL 2",38.81,10.48,12.37,406.75,73.22,479.97,,,,,,"ROLANDO MULTISERVICIOS SAC","GLL"
,"2019-12-21",,,"FF01-416","FF01","416",20511433020,20511433020,"APR-792",,10,"SERVICIO DE TRANSPORTE",3000,0.07,0.08,211.86,38.14,250,,,,,,"ESTACION DE SERVICIOS GRIFO ALAMO E.I.R.L.","NIU"
,"2019-12-21",,,"FF01-417","FF01","417",20491354322,20491354322,"D8H-785",,10,"SERVICIO DE TRANSPORTE",2000,0.3,0.35,593.22,106.78,700,,,,,,"AC SERVICENTRO AEDO SAC","NIU"
,"2019-12-21",,,"FF01-418","FF01","418",20506748195,20506748195,"D8V-834,COL-929,D7M-809	
D2P-763,BAJ-931	
",,5,"DIESEL 2",687.24,10.16,11.99,6983.05,1256.95,8240,,,,,,"SEC TRANSPORTES Y NEGOCIOS S.R.L.","GLL"
,"2019-12-21",,,"FF02-291","FF02","291",20518518543,20518518543,"A1C-791,D3E-788
A7M-724,D3E-789
",,5,"DIESEL 2",129.58,10.07,11.89,1305.54,235,1540.54,,,,,,"CONSORCIO 22 SRL","GLL"
,"2019-12-21",,,"FF02-292","FF02","292",20163695198,20163695198,"ANZ-869,AXE-931,AXF-764
D8H-725,AUL-916,MONTACARGA
D8U-908
",,5,"DIESEL 2",363.9,10.14,11.96,3688.34,663.9,4352.24,,,,,,"TRANSUD S.A.C.","GLL"
,"2019-12-22",,,"FF03-272","FF03","272",20544136454,20544136454," B8L-794,B8N-789,B8Q-763 
 B7T-776,W3H-867,A1U-809 
 C7U-873 
",,5,"DIESEL 2",1010.62,10.07,11.89,10181.4,1832.65,12014.05,,,,,,"TRANSPORT RODRIK E.I.R.L.","GLL"
,"2019-12-23",,,"FF01-419","FF01","419",20562840878,20562840878,"B6I-722,F2N-811
AKU-768
",,5,"DIESEL 2",329.44,10.16,11.99,3347.46,602.54,3950,,,,,,"SERVICIOS DE TRANSPORTE CAMILA S.A.C.","GLL"
,"2019-12-23",,,"FF01-420","FF01","420",20514739065,20514739065,"APR-792",,10,"SERVICIO DE TRANSPORTE",3000,0.08,0.1,254.24,45.76,300,,,,,,"GRUPO E & E SAC","NIU"
,"2019-12-23",,,"FF03-273","FF03","273",20163695198,20163695198,"C5D-897,C8U-709
A10-929,D8H-924
",,5,"DIESEL 2",499.5,10.14,11.96,5062.73,911.29,5974.02,,,,,,"TRANSUD S.A.C.","GLL"
