,"31-10-2019",,,,"FF02","246",20518518543,20518518543,"FF02-246",,5.00,"DIESEL 2",187.51,9.98,11.78,1871.52,336.87,2208.39,,,,,,"CONSORCIO 22 SRL","GLL"
,"31-10-2019",,,,"FF02","247",20163695198,20163695198,"FF02-247",,5.00,"DIESEL 2",552.50,9.97,11.77,5510.96,991.97,6502.93,,,,,,"TRANSUD S.A.C.","GLL"
,"31-10-2019",,,,"FF02","248",20501889068,20501889068,"FF02-248",,5.00,"DIESEL 2",227.64,10.41,12.28,2369.10,426.44,2795.54,,,,,,"EMPRESA DE TRANSPORTES YUVIEL S.A.","GLL"
,"31-10-2019",,,,"FF02","249",20163695198,20163695198,"FF02-249",,5.00,"DIESEL 2",160.00,9.97,11.77,1595.93,287.27,1883.20,,,,,,"TRANSUD S.A.C.","GLL"
,"31-10-2019",,,,"FF02","250",20514739065,20514739065,"FF02-250",,5.00,"DIESEL 2",73.16,10.07,11.88,736.65,132.60,869.25,,,,,,"GRUPO E & E SAC","GLL"
,"31-10-2019",,,,"FF02","252",20536811827,20536811827,"FF02-252",,2.00,"GAS 90",4.54,10.99,12.97,49.87,8.98,58.85,,,,,,"JUAN GALINDO SLU SUCURSAL DEL PERU","GLL"
,"31-10-2019",,,,"FF02","253",20550943060,20550943060,"FF02-253",,5.00,"DIESEL 2",1480.59,9.98,11.78,14775.08,2659.51,17434.59,,,,,,"SCLT PERU SAC","GLL"
,"02-11-2019",,,,"FF02","254",20518518543,20518518543,"FF02-254",,5.00,"DIESEL 2",127.11,9.98,11.78,1269.12,228.44,1497.56,,,,,,"CONSORCIO 22 SRL","GLL"
,"31-10-2019",,,,"FF03","196",20163695198,20163695198,"FF03-196",,5.00,"DIESEL 2",781.00,9.97,11.77,7790.14,1402.23,9192.37,,,,,,"TRANSUD S.A.C.","GLL"
,"31-10-2019",,,,"FF03","198",20373756912,20373756912,"FF03-198",,5.00,"DIESEL 2",244.08,10.41,12.28,2539.98,457.20,2997.18,,,,,,"EMPRESA DE TRANSPORTES DIAZ SRL","GLL"
,"31-10-2019",,,,"FF03","202",20504750931,20504750931,"FF03-202",,5.00,"DIESEL 2",126.76,10.41,12.28,1319.16,237.45,1556.61,,,,,,"ROLANDO MULTISERVICIOS SAC","GLL"
,"31-10-2019",,,,"FF03","203",20536811827,20536811827,"FF03-203",,2.00,"GAS 90",4.82,11.01,12.99,53.06,9.55,62.61,,,,,,"JUAN GALINDO SLU SUCURSAL DEL PERU","GLL"
,"31-10-2019",,,,"FF03","204",20518518543,20518518543,"FF03-204",,5.00,"DIESEL 2",149.61,9.98,11.78,1493.08,268.76,1761.84,,,,,,"CONSORCIO 22 SRL","GLL"
,"31-10-2019",,,,"FF03","205",20506748195,20506748195,"FF03-205",,5.00,"DIESEL 2",823.62,9.98,11.78,8222.27,1480.01,9702.28,,,,,,"SEC TRANSPORTES Y NEGOCIOS S.R.L.","GLL"
,"31-10-2019",,,,"FF03","206",20163695198,20163695198,"FF03-206",,5.00,"DIESEL 2",480.30,9.97,11.77,4790.79,862.34,5653.13,,,,,,"TRANSUD S.A.C.","GLL"
,"31-10-2019",,,,"FF03","207",20501889068,20501889068,"FF03-207",,5.00,"DIESEL 2",411.26,10.41,12.28,4280.09,770.42,5050.51,,,,,,"EMPRESA DE TRANSPORTES YUVIEL S.A.","GLL"
,"31-10-2019",,,,"FF03","208",20550943060,20550943060,"FF03-208",,5.00,"DIESEL 2",803.06,9.98,11.78,8016.95,1443.05,9460.00,,,,,,"SCLT PERU SAC","GLL"
,"31-10-2019",,,,"FF03","210",20163695198,20163695198,"FF03-210",,5.00,"DIESEL 2",356.00,9.97,11.77,3550.95,639.17,4190.12,,,,,,"TRANSUD S.A.C.","GLL"
,"31-10-2019",,,,"FF03","211",20192263108,20192263108,"FF03-211",,5.00,"DIESEL 2",728.35,9.98,11.78,7271.19,1308.81,8580.00,,,,,,"ORGANIZACIONES SERMAT S.A.C.","GLL"
,"31-10-2019",,,,"FF03","212",20163695198,20163695198,"FF03-212",,5.00,"DIESEL 2",175.90,9.97,11.77,1754.53,315.82,2070.34,,,,,,"TRANSUD S.A.C.","GLL"
,"31-10-2019",,,,"FF03","213",20501889068,20501889068,"FF03-213",,5.00,"DIESEL 2",260.34,10.41,12.28,2709.39,487.69,3197.08,,,,,,"EMPRESA DE TRANSPORTES YUVIEL S.A.","GLL"
,"31-10-2019",,,,"FF03","215",20504750931,20504750931,"FF03-215",,5.00,"DIESEL 2",218.50,10.41,12.28,2273.78,409.28,2683.06,,,,,,"ROLANDO MULTISERVICIOS SAC","GLL"
,"31-10-2019",,,,"FF03","216",20192263108,20192263108,"FF03-216",,5.00,"DIESEL 2",1301.79,9.97,11.77,12984.80,2337.26,15322.07,,,,,,"ORGANIZACIONES SERMAT S.A.C.","GLL"
,"06-11-2019",,,,"FF03","217",20518518543,20518518543,"FF03-217",,5.00,"DIESEL 2",127.21,9.98,11.78,1269.71,228.55,1498.26,,,,,,"CONSORCIO 22 SRL","GLL"
,"06-11-2019",,,,"FF03","218",20191338856,20191338856,"FF03-218",,5.00,"DIESEL 2",500.00,10.18,12.01,5088.98,916.02,6005.00,,,,,,"PTC S.A.C","GLL"
