,2020-06-17,2020-06-17,2020-06-17,FF01-582,FF01,582,20191338856,20191338856,,,5,DIESEL 2,500,9.4915254237,11.2,4745.7627118644,854.2372881356,5600,,,,,,PTC S.A.C,GLL
,2020-06-30,2020-06-30,2020-06-30,FF01-586,FF01,586,20269180731,20269180731,AWZ-595,,3,GAS 95,12.62,10.0762711864,11.89,127.1182067797,22.8812772203,150,,,,,,STATKRAFT PERU S.A.,GLL
,2020-06-30,2020-06-30,2020-06-30,FF01-591,FF01,591,20514739065,20514739065,AUJ-344,,5,DIESEL 2,70.7,8.846773922,10.4391932279,625.4661016949,112.5838983051,738.05,,,,,,GRUPO E & E SAC,GLL
,2020-06-30,2020-06-30,2020-06-30,FF01-592,FF01,592,20501889068,20501889068,"D2E-829,D6B-706,AAG-818
AAK-942,C6A-879,D9A-854
AHK-839,D9R-827,AHJ-708
D9A-854,D8S-903,B6F-945
D6B-706,T6A-929,D9Y-730
D9R-827,D8T-878
",,5,DIESEL 2,794.15,8.7710583861,10.3498488956,6965.5593220339,1253.8006779661,8219.36,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-06-30,2020-06-30,2020-06-30,FF01-594,FF01,594,20192263108,20192263108,"D4K-718,D4K-719,C3H-796	
D4Q-815,D4U-822,A0R-946	
D4Z-828,D6Z-899,BAC-839	
",,5,DIESEL 2,660.5,8.3471860148,9.8496794975,5513.2881355932,992.3918644068,6505.68,,,,,,ORGANIZACIONES SERMAT S.A.C.,GLL
,2020-06-30,2020-06-30,2020-06-30,FF01-596,FF01,596,20518518543,20518518543,"A1C-791,D3E-788,F3G-932
A7M-724,D3E-789,F3G-781
",,5,DIESEL 2,149,8.7711864407,10.35,1306.906779661,235.243220339,1542.15,,,,,,CONSORCIO 22 SRL,GLL
,2020-07-01,2020-07-01,2020-07-01,FF01-597,FF01,597,20191338856,20191338856,,,5,DIESEL 2,500,9.7881355932,11.55,4894.0677966102,880.9322033898,5775,,,,,,PTC S.A.C,GLL
,2020-07-08,2020-07-08,2020-07-08,FF01-598,FF01,598,20171604355,20171604355,,,5,DIESEL 2,400,10.0254237288,11.83,4010.1694915254,721.8305084746,4732,,,,,,AIS HOSPITAL SANTA ROSA,GLL
,2020-05-21,2020-05-21,2020-05-21,FF02-364,FF02,364,20501889068,20501889068,"D6B-706,AAK-942
AAG-818,A4V-839
",,5,DIESEL 2,116.2,9.9918900913,11.7904303077,1161.0169491526,208.9830508475,1370,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-26,2020-05-26,2020-05-26,FF02-366,FF02,366,20163695198,20163695198,"C8U-709
",,5,DIESEL 2,11.55,9.6972253139,11.4427258704,111.9745762712,20.1554237288,132.13,,,,,,TRANSUD S.A.C.,GLL
,2020-05-28,2020-05-28,2020-05-28,FF02-367,FF02,367,20506748195,20506748195,"D8V-834,COL-929,D7M-809
D2P-763,BAJ-931
",,5,DIESEL 2,1045.28,9.56391741,11.2854225438,9996.9322033899,1799.4477966102,11796.38,,,,,,SEC TRANSPORTES Y NEGOCIOS S.R.L.,GLL
,2020-06-09,2020-06-09,2020-06-09,FF02-368,FF02,368,20514739065,20514739065,,,10,SERVICIO DE TRANSPORTE,6000,0.0847457627,0.1,508.4745762712,91.5254237288,600,,,,,,GRUPO E & E SAC,GLL
,2020-06-10,2020-06-10,2020-06-10,FF02-369,FF02,369,20514739065,20514739065,,,10,SERVICIO DE TRANSPORTE,6500,0.0847457627,0.1,550.8474576271,99.1525423729,650,,,,,,GRUPO E & E SAC,GLL
,2020-06-20,2020-06-20,2020-06-20,FF02-370,FF02,370,20501889068,20501889068,,,5,DIESEL 2,275.3,8.7709709566,10.3497457288,2414.6186440678,434.6313559322,2849.25,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-13,2020-05-13,2020-05-13,FF03-358,FF03,358,20501889068,20501889068,"D8T-878,A4V-839
A6K-935
",,5,DIESEL 2,90.16,9.990961483,11.78933455,900.8305084746,162.1494915254,1062.98,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-13,2020-05-13,2020-05-13,FF03-359,FF03,359,20501889068,20501889068,"D8S-903,C6S-718
",,5,DIESEL 2,122.67,9.9914563399,11.7899184811,1225.6610169492,220.6189830508,1446.28,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-15,2020-05-15,2020-05-15,FF03-360,FF03,360,20501889068,20501889068,"C6X-774
",,5,DIESEL 2,84.82,9.9918251695,11.7903537,847.4830508475,152.5469491525,1000.03,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-22,2020-05-22,2020-05-22,FF03-361,FF03,361,20501889068,20501889068,"D8S-903
",,5,DIESEL 2,21.22,9.9923242345,11.7909425967,212.0169491525,38.1630508475,250.18,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-25,2020-05-25,2020-05-25,FF03-362,FF03,362,20501889068,20501889068,"D9A-854
",,5,DIESEL 2,21.2,9.9895271186,11.787642,211.8220338983,38.1279661017,249.95,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-05-28,2020-05-28,2020-05-28,FF03-363,FF03,363,20501889068,20501889068,"D8S-903
",,5,DIESEL 2,16.96,9.9895271186,11.787642,169.4576271186,30.5023728814,199.96,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-06-04,2020-06-04,2020-06-04,FF03-375,FF03,375,20501889068,20501889068,"C6A-879,AAK-942
AAG-818,B6F-945
T6A-929,D9R-827
D9A-854,D6B-706
D9R-827,A6K-935
",,5,DIESEL 2,206.11,9.7363835577,11.488932598,2006.7457627119,361.2142372881,2367.96,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-06-08,2020-06-08,2020-06-08,FF03-376,FF03,376,20501889068,20501889068,"D9A-854,B6F-945,AAK-942
D8T-878,D8S-903,A4V-839
C6S-718,AAG-818,D8T-878
AAK-942,D6B-706,D9Y-730
F6L-743
",,5,DIESEL 2,333.11,9.7376697416,11.4904502951,3243.7627118644,583.8772881356,3827.64,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-06-14,2020-06-14,2020-06-14,FF03-377,FF03,377,20501889068,20501889068,"B9R-827,D9A-854,AHK-839
AAK-942,C6A-879,C6X-774
T6A-929,D8S-903,AAG-818
D9R-827,B6F-945
",,5,DIESEL 2,313.32,9.7382077633,11.4910851606,3051.1525423729,549.2074576271,3600.36,,,,,,EMPRESA DE TRANSPORTES YUVIEL S.A.,GLL
,2020-06-20,2020-06-20,2020-06-20,FF03-379,FF03,379,20506748195,20506748195,"D8V-834,COL-929,D7M-809
D2P-763,BAJ-931
",,5,DIESEL 2,666.49,9.1590326033,10.8076584719,6104.3813559322,1098.7886440678,7203.17,,,,,,SEC TRANSPORTES Y NEGOCIOS S.R.L.,GLL
,2020-06-28,2020-06-28,2020-06-28,FF03-381,FF03,381,20518518543,20518518543,"A5X-787,A5X-794,AJO-808
B3H-771,AHR-947,B6E- 966
",,5,DIESEL 2,149.8,8.7711864407,10.35,1313.9237288136,236.5062711864,1550.43,,,,,,CONSORCIO 22 SRL,GLL
,2020-06-30,2020-06-30,2020-06-30,FF03-382,FF03,382,20544136454,20544136454,"C6G-893,D3H-849 
D3A-805,D3J-943 
B8L-794 
",,5,DIESEL 2,968,8.7711864407,10.35,8490.5084745763,1528.2915254237,10018.8,,,,,,TRANSPORT RODRIK E.I.R.L.,GLL
,2020-06-30,2020-06-30,2020-06-30,FF03-383,FF03,383,20192263108,20192263108,"D4K-718,D4K-719,C3H-796	
D4Q-815,D4U-822,A0R-946	
D4Z-828,D6Z-899,BAC-839	
",,5,DIESEL 2,2007.8,8.7711864407,10.35,17610.7881355932,3169.9418644068,20780.73,,,,,,ORGANIZACIONES SERMAT S.A.C.,GLL
