B,29-05-2020,29-05-2020,,29-05-2020,BB05,171,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,29-05-2020,29-05-2020,,29-05-2020,BB05,172,,,,,2,GAS 90,0.81,10.42,12.30,8.47,1.53,10.00,,,,,,,GLL
B,29-05-2020,29-05-2020,,29-05-2020,BB05,173,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,29-05-2020,29-05-2020,,29-05-2020,BB05,174,,,,,2,GAS 90,1.49,10.42,12.30,15.51,2.79,18.30,,,,,,,GLL
B,29-05-2020,29-05-2020,,29-05-2020,BB05,175,,,,,2,GAS 90,9.76,10.42,12.30,101.69,18.31,120.00,,,,,,,GLL
B,29-05-2020,29-05-2020,,29-05-2020,BB05,176,,,,,2,GAS 90,3.66,10.42,12.30,38.14,6.86,45.00,,,,,,,GLL
B,29-05-2020,29-05-2020,,29-05-2020,BB05,177,,,,,2,GAS 90,5.29,10.42,12.30,55.08,9.92,65.00,,,,,,,GLL
B,29-05-2020,29-05-2020,,29-05-2020,BB05,178,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,29-05-2020,29-05-2020,,29-05-2020,BB05,179,,,,,2,GAS 90,5.53,10.42,12.30,57.63,10.37,68.00,,,,,,,GLL
B,29-05-2020,29-05-2020,,29-05-2020,BB05,180,,,,,2,GAS 90,2.85,10.42,12.30,29.66,5.34,35.00,,,,,,,GLL
B,29-05-2020,29-05-2020,,29-05-2020,BB05,181,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,29-05-2020,29-05-2020,,29-05-2020,BB05,182,,,,,2,GAS 90,1.00,10.42,12.30,10.42,1.88,12.30,,,,,,,GLL
B,29-05-2020,29-05-2020,,29-05-2020,BB05,183,,,,,2,GAS 90,7.30,10.42,12.30,76.10,13.70,89.80,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,184,,,,,2,GAS 90,5.55,10.42,12.30,57.88,10.42,68.30,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,185,,,,,2,GAS 90,2.85,10.42,12.30,29.66,5.34,35.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,186,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,187,,,,,2,GAS 90,1.06,10.42,12.30,11.02,1.98,13.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,188,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,189,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,190,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,191,,,,,2,GAS 90,4.47,10.42,12.30,46.61,8.39,55.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,192,,,,,2,GAS 90,7.00,10.42,12.30,72.97,13.13,86.10,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,193,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,194,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,195,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,196,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,197,,,,,2,GAS 90,4.55,10.42,12.30,47.46,8.54,56.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,198,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,199,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,200,,,,,2,GAS 90,8.13,10.42,12.30,84.75,15.25,100.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,201,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,202,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,203,,,,,2,GAS 90,9.76,10.42,12.30,101.72,18.31,120.03,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,204,,,,,2,GAS 90,3.25,10.42,12.30,33.90,6.10,40.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,205,,,,,2,GAS 90,8.13,10.42,12.30,84.75,15.25,100.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,206,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,207,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,208,,,,,2,GAS 90,5.53,10.42,12.30,57.63,10.37,68.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,209,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,210,,,,,2,GAS 90,2.20,10.42,12.30,22.88,4.12,27.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,211,,,,,2,GAS 90,4.39,10.42,12.30,45.76,8.24,54.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,212,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,213,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,214,,,,,2,GAS 90,3.52,10.42,12.30,36.69,6.61,43.30,,,,,,,GLL
B,30-05-2020,30-05-2020,,30-05-2020,BB05,215,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,216,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,217,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,218,,,,,2,GAS 90,5.20,10.42,12.30,54.24,9.76,64.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,219,,,,,2,GAS 90,4.88,10.42,12.30,50.85,9.15,60.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,220,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,221,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,222,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,223,,,,,2,GAS 90,4.47,10.42,12.30,46.61,8.39,55.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,224,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,225,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,226,,,,,2,GAS 90,2.85,10.42,12.30,29.66,5.34,35.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,227,,,,,2,GAS 90,1.00,10.42,12.30,10.42,1.88,12.30,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,228,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,229,,,,,2,GAS 90,1.71,10.42,12.30,17.80,3.20,21.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,230,,,,,2,GAS 90,2.85,10.42,12.30,29.66,5.34,35.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,231,,,,,2,GAS 90,4.55,10.42,12.30,47.46,8.54,56.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,232,,,,,2,GAS 90,2.44,10.42,12.30,25.42,4.58,30.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,233,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,234,,,,,2,GAS 90,5.53,10.42,12.30,57.63,10.37,68.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,235,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,236,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,237,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,238,,,,,2,GAS 90,2.85,10.42,12.30,29.66,5.34,35.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,239,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,240,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,241,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,242,,,,,2,GAS 90,1.95,10.42,12.30,20.34,3.66,24.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,243,,,,,2,GAS 90,3.25,10.42,12.30,33.90,6.10,40.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,244,,,,,2,GAS 90,2.44,10.42,12.30,25.42,4.58,30.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,245,,,,,2,GAS 90,3.66,10.42,12.30,38.14,6.86,45.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,246,,,,,2,GAS 90,0.81,10.42,12.30,8.47,1.53,10.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,247,,,,,2,GAS 90,1.00,10.42,12.30,10.42,1.88,12.30,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,248,,,,,2,GAS 90,1.00,10.42,12.30,10.42,1.88,12.30,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,249,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,250,,,,,2,GAS 90,1.22,10.42,12.30,12.71,2.29,15.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,251,,,,,2,GAS 90,3.80,10.42,12.30,39.58,7.12,46.70,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,252,,,,,2,GAS 90,2.44,10.42,12.30,25.42,4.58,30.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,253,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,254,,,,,2,GAS 90,1.72,10.42,12.30,17.97,3.23,21.20,,,,,,,GLL
B,01-06-2020,01-06-2020,,01-06-2020,BB05,255,,,,,2,GAS 90,6.43,10.42,12.30,67.03,12.07,79.10,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,256,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,257,,,,,2,GAS 90,1.00,10.42,12.30,10.42,1.88,12.30,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,258,,,,,2,GAS 90,1.22,10.42,12.30,12.71,2.29,15.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,259,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,260,,,,,2,GAS 90,1.22,10.42,12.30,12.71,2.29,15.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,261,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,262,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,263,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,264,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,265,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,266,,,,,2,GAS 90,1.22,10.42,12.30,12.71,2.29,15.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,267,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,268,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,269,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,270,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,271,,,,,2,GAS 90,2.85,10.42,12.30,29.66,5.34,35.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,272,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,273,,,,,2,GAS 90,9.76,10.42,12.30,101.69,18.31,120.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,274,,,,,2,GAS 90,8.13,10.42,12.30,84.75,15.25,100.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,275,,,,,2,GAS 90,4.72,10.42,12.30,49.15,8.85,58.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,276,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,277,,,,,2,GAS 90,2.68,10.42,12.30,27.97,5.03,33.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,278,,,,,2,GAS 90,1.00,10.42,12.30,10.42,1.88,12.30,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,279,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,280,,,,,2,GAS 90,2.03,10.42,12.30,21.19,3.81,25.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,281,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,282,,,,,2,GAS 90,4.47,10.42,12.30,46.61,8.39,55.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,283,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,284,,,,,2,GAS 90,3.25,10.42,12.30,33.90,6.10,40.00,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,285,,,,,2,GAS 90,1.00,10.42,12.30,10.42,1.88,12.30,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,286,,,,,2,GAS 90,3.76,10.42,12.30,39.15,7.05,46.20,,,,,,,GLL
B,02-06-2020,02-06-2020,,02-06-2020,BB05,287,,,,,2,GAS 90,8.13,10.42,12.30,84.75,15.25,100.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,288,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,289,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,290,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,291,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,292,,,,,2,GAS 90,2.85,10.42,12.30,29.66,5.34,35.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,293,,,,,2,GAS 90,4.47,10.42,12.30,46.61,8.39,55.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,294,,,,,2,GAS 90,4.15,10.42,12.30,43.22,7.78,51.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,295,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,296,,,,,2,GAS 90,4.39,10.42,12.30,45.76,8.24,54.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,297,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,298,,,,,2,GAS 90,1.00,10.42,12.30,10.42,1.88,12.30,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,299,,,,,2,GAS 90,2.44,10.42,12.30,25.42,4.58,30.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,300,,,,,2,GAS 90,8.13,10.42,12.30,84.75,15.25,100.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,301,,,,,2,GAS 90,9.76,10.42,12.30,101.69,18.31,120.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,302,,,,,2,GAS 90,4.07,10.42,12.30,42.37,7.63,50.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,303,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,304,,,,,2,GAS 90,5.29,10.42,12.30,55.08,9.92,65.00,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,305,,,,,2,GAS 90,1.00,10.42,12.30,10.42,1.88,12.30,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,306,,,,,2,GAS 90,6.48,10.42,12.30,67.54,12.16,79.70,,,,,,,GLL
B,03-06-2020,03-06-2020,,03-06-2020,BB05,307,,,,,2,GAS 90,6.10,10.42,12.30,63.56,11.44,75.00,,,,,,,GLL
B,04-06-2020,04-06-2020,,04-06-2020,BB05,308,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,04-06-2020,04-06-2020,,04-06-2020,BB05,309,,,,,2,GAS 90,2.44,10.42,12.30,25.42,4.58,30.00,,,,,,,GLL
B,04-06-2020,04-06-2020,,04-06-2020,BB05,310,,,,,2,GAS 90,1.63,10.42,12.30,16.95,3.05,20.00,,,,,,,GLL
B,04-06-2020,04-06-2020,,04-06-2020,BB05,311,,,,,2,GAS 90,1.22,10.42,12.30,12.71,2.29,15.00,,,,,,,GLL
B,04-06-2020,04-06-2020,,04-06-2020,BB05,312,,,,,2,GAS 90,5.31,10.42,12.30,55.34,9.96,65.30,,,,,,,GLL
