B,19-05-2020,19-05-2020,19-05-2020,99,BB03,24222,,,0,190036,2,GAS 90,4.389,9.65,11.39,42.36,7.63,49.99,18,1,0,1,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24223,,,0,190039,2,GAS 90,0.878,9.65,11.39,8.47,1.53,10.00,18,1,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24224,C_000001,C_000001,0,,2,GAS 90,0.878,9.65,11.39,8.47,1.53,10.00,18,98,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24225,C_000001,C_000001,0,,2,GAS 90,4.829,9.65,11.39,46.61,8.39,55.00,18,98,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24226,,,0,190063,3,GAS 95,3.82,11.09,13.09,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24227,,,0,190066,5,DIESEL B5 S50,9.183,9.23,10.89,84.75,15.25,100.00,18,1,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24228,C_000001,C_000001,0,,2,GAS 90,1.23,9.65,11.39,11.87,2.14,14.01,18,98,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24229,C_000001,C_000001,0,,2,GAS 90,1.317,9.65,11.39,12.71,2.29,15.00,18,98,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24230,C_000001,C_000001,0,,2,GAS 90,0.439,9.65,11.39,4.24,0.76,5.00,18,98,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24231,C_000001,C_000001,0,,2,GAS 90,0.439,9.65,11.39,4.24,0.76,5.00,18,98,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24232,C_000001,C_000001,0,,2,GAS 90,0.878,9.65,11.39,8.47,1.53,10.00,18,98,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24233,,,0,190096,5,DIESEL B5 S50,9.184,9.23,10.89,84.75,15.26,100.01,18,1,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24234,,,0,190126,5,DIESEL B5 S50,2.755,9.23,10.89,25.42,4.58,30.00,18,1,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24235,C_000001,C_000001,0,,2,GAS 90,0.416,9.65,11.39,4.02,0.72,4.74,18,98,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24236,,,0,190129,2,GAS 90,0.878,9.65,11.39,8.47,1.53,10.00,18,1,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24237,,,0,190141,5,DIESEL B5 S50,4.591,9.23,10.89,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,20-05-2020,20-05-2020,20-05-2020,99,BB03,24238,C_000001,C_000001,0,,2,GAS 90,0.878,9.65,11.39,8.47,1.53,10.00,18,98,0,98,0,,GLL
B,21-05-2020,21-05-2020,21-05-2020,99,BB03,24239,,,0,190214,5,DIESEL B5 S50,9.183,9.23,10.89,84.75,15.25,100.00,18,1,0,98,0,,GLL
B,21-05-2020,21-05-2020,21-05-2020,99,BB03,24240,,,0,190222,5,DIESEL B5 S50,11.938,9.23,10.89,110.17,19.83,130.00,18,1,0,98,0,,GLL
B,21-05-2020,21-05-2020,21-05-2020,99,BB03,24241,,,0,190221,5,DIESEL B5 S50,9.183,9.23,10.89,84.75,15.25,100.00,18,1,0,98,0,,GLL
B,21-05-2020,21-05-2020,21-05-2020,99,BB03,24242,C_000001,C_000001,0,,2,GAS 90,8.518,9.65,11.39,82.22,14.80,97.02,18,98,0,98,0,,GLL
B,21-05-2020,21-05-2020,21-05-2020,99,BB03,24243,,,0,190353,2,GAS 90,8.104,9.65,11.39,78.22,14.08,92.30,18,1,0,98,0,,GLL
B,22-05-2020,22-05-2020,22-05-2020,99,BB03,24244,,,0,190397,5,DIESEL B5 S50,4.591,9.23,10.89,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,22-05-2020,22-05-2020,22-05-2020,99,BB03,24245,,,0,190421,2,GAS 90,1.756,9.65,11.39,16.95,3.05,20.00,18,1,0,1,0,,GLL
B,22-05-2020,22-05-2020,22-05-2020,99,BB03,24246,,,0,190439,2,GAS 90,0.74,9.65,11.39,7.14,1.29,8.43,18,1,0,98,0,,GLL
B,22-05-2020,22-05-2020,22-05-2020,99,BB03,24247,,,0,190457,3,GAS 95,8.158,11.09,13.09,90.50,16.29,106.79,18,1,0,1,0,,GLL
B,22-05-2020,22-05-2020,22-05-2020,99,BB03,24248,,,0,190459,5,DIESEL B5 S50,7.717,9.23,10.89,71.22,12.82,84.04,18,1,0,98,0,,GLL
B,22-05-2020,22-05-2020,22-05-2020,99,BB03,24249,C_000001,C_000001,0,,2,GAS 90,1.054,9.65,11.39,10.18,1.83,12.01,18,98,0,98,0,,GLL
B,22-05-2020,22-05-2020,22-05-2020,99,BB03,24250,,,0,190495,5,DIESEL B5 S50,9.183,9.23,10.89,84.75,15.25,100.00,18,1,0,98,0,,GLL
B,22-05-2020,22-05-2020,22-05-2020,99,BB03,24251,,,0,190501,3,GAS 95,2.292,11.09,13.09,25.42,4.58,30.00,18,1,0,98,0,,GLL
B,22-05-2020,22-05-2020,22-05-2020,99,BB03,24252,,,0,190502,5,DIESEL B5 S50,10.56,9.23,10.89,97.46,17.54,115.00,18,1,0,98,0,,GLL
B,22-05-2020,22-05-2020,22-05-2020,99,BB03,24253,,,0,190503,5,DIESEL B5 S50,0.918,9.23,10.89,8.47,1.53,10.00,18,1,0,98,0,,GLL
B,23-05-2020,23-05-2020,23-05-2020,99,BB03,24254,,,0,190519,5,DIESEL B5 S50,9.183,9.23,10.89,84.75,15.25,100.00,18,1,0,98,0,,GLL
B,23-05-2020,23-05-2020,23-05-2020,99,BB03,24255,,,0,190525,5,DIESEL B5 S50,3.673,9.23,10.89,33.90,6.10,40.00,18,1,0,98,0,,GLL
B,23-05-2020,23-05-2020,23-05-2020,99,BB03,24256,,,0,190544,5,DIESEL B5 S50,9.183,9.23,10.89,84.75,15.25,100.00,18,1,0,98,0,,GLL
B,23-05-2020,23-05-2020,23-05-2020,99,BB03,24257,,,0,190560,4,GAS 98,0.101,11.86,13.99,1.19,0.22,1.41,18,1,0,98,0,,GLL
B,23-05-2020,23-05-2020,23-05-2020,99,BB03,24258,,,0,190561,4,GAS 98,0.146,11.86,13.99,1.73,0.31,2.04,18,1,0,98,0,,GLL
B,23-05-2020,23-05-2020,23-05-2020,99,BB03,24259,,,0,190590,5,DIESEL B5 S50,11.019,9.23,10.89,101.69,18.31,120.00,18,1,0,98,0,,GLL
B,23-05-2020,23-05-2020,23-05-2020,99,BB03,24260,,,0,190628,5,DIESEL B5 S50,1.837,9.23,10.89,16.95,3.05,20.00,18,1,0,98,0,,GLL
B,23-05-2020,23-05-2020,23-05-2020,99,BB03,24261,,,0,190638,5,DIESEL B5 S50,4.591,9.23,10.89,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,23-05-2020,23-05-2020,23-05-2020,99,BB03,24262,,,0,190646,4,GAS 98,3.574,11.86,13.99,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,23-05-2020,23-05-2020,23-05-2020,99,BB03,24263,,,0,190652,3,GAS 95,3.82,11.09,13.09,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,23-05-2020,23-05-2020,23-05-2020,99,BB03,24264,,,0,190658,2,GAS 90,0.878,9.65,11.39,8.47,1.53,10.00,18,1,0,98,0,,GLL
B,23-05-2020,23-05-2020,23-05-2020,99,BB03,24265,C_000001,C_000001,0,,2,GAS 90,1.756,9.65,11.39,16.95,3.05,20.00,18,98,0,98,0,,GLL
B,25-05-2020,25-05-2020,25-05-2020,99,BB03,24266,,,0,190753,2,GAS 90,0.439,9.65,11.39,4.24,0.76,5.00,18,1,0,98,0,,GLL
B,25-05-2020,25-05-2020,25-05-2020,99,BB03,24267,,,0,190852,5,DIESEL B5 S50,9.183,9.23,10.89,84.75,15.25,100.00,18,1,0,98,0,,GLL
B,25-05-2020,25-05-2020,25-05-2020,99,BB03,24268,,,0,190868,5,DIESEL B5 S50,1.837,9.23,10.89,16.95,3.05,20.00,18,1,0,98,0,,GLL
B,25-05-2020,25-05-2020,25-05-2020,99,BB03,24269,C_000001,C_000001,0,,2,GAS 90,0.878,9.65,11.39,8.47,1.53,10.00,18,98,0,98,0,,GLL
B,25-05-2020,25-05-2020,25-05-2020,99,BB03,24270,,,0,190875,5,DIESEL B5 S50,27.548,9.23,10.89,254.24,45.76,300.00,18,1,0,98,0,,GLL
B,25-05-2020,25-05-2020,25-05-2020,99,BB03,24271,,,0,190911,5,DIESEL B5 S50,9.183,9.23,10.89,84.75,15.25,100.00,18,1,0,98,0,,GLL
B,26-05-2020,26-05-2020,26-05-2020,99,BB03,24272,,,0,190986,5,DIESEL B5 S50,13.774,9.23,10.89,127.12,22.88,150.00,18,1,0,98,0,,GLL
B,26-05-2020,26-05-2020,26-05-2020,99,BB03,24273,,,D7L-798,191002,2,GAS 90,1.756,9.65,11.39,16.95,3.05,20.00,18,1,0,98,0,,GLL
B,26-05-2020,26-05-2020,26-05-2020,99,BB03,24274,,,0,191004,5,DIESEL B5 S50,10.103,9.23,10.89,93.24,16.78,110.02,18,1,0,98,0,,GLL
B,26-05-2020,26-05-2020,26-05-2020,99,BB03,24275,,,0,191003,5,DIESEL B5 S50,0.92,9.23,10.89,8.49,1.53,10.02,18,1,0,98,0,,GLL
B,26-05-2020,26-05-2020,26-05-2020,99,BB03,24276,C_000001,C_000001,0,,2,GAS 90,0.439,9.65,11.39,4.24,0.76,5.00,18,98,0,98,0,,GLL
B,27-05-2020,27-05-2020,27-05-2020,99,BB03,24277,,,0,191094,5,DIESEL B5 S50,1.837,9.23,10.89,16.95,3.05,20.00,18,1,0,98,0,,GLL
B,27-05-2020,27-05-2020,27-05-2020,99,BB03,24278,,,0,191125,5,DIESEL B5 S50,7.346,9.23,10.89,67.80,12.20,80.00,18,1,0,98,0,,GLL
B,27-05-2020,27-05-2020,27-05-2020,99,BB03,24279,,,0,191155,2,GAS 90,3.512,9.65,11.39,33.90,6.10,40.00,18,1,0,98,0,,GLL
B,27-05-2020,27-05-2020,27-05-2020,99,BB03,24280,,,0,191156,2,GAS 90,3.512,9.65,11.39,33.90,6.10,40.00,18,1,0,98,0,,GLL
B,27-05-2020,27-05-2020,27-05-2020,99,BB03,24281,,,0,191157,3,GAS 95,3.82,11.09,13.09,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,27-05-2020,27-05-2020,27-05-2020,99,BB03,24282,C_000001,C_000001,0,,2,GAS 90,0.615,9.65,11.39,5.93,1.07,7.00,18,98,0,98,0,,GLL
B,27-05-2020,27-05-2020,27-05-2020,99,BB03,24283,C_000001,C_000001,0,,3,GAS 95,3.82,11.09,13.09,42.37,7.63,50.00,18,98,0,98,0,,GLL
B,27-05-2020,27-05-2020,27-05-2020,99,BB03,24284,C_000001,C_000001,0,,2,GAS 90,0.878,9.65,11.39,8.47,1.53,10.00,18,98,0,98,0,,GLL
B,27-05-2020,27-05-2020,27-05-2020,99,BB03,24285,C_000001,C_000001,0,,2,GAS 90,0.439,9.65,11.39,4.24,0.76,5.00,18,98,0,98,0,,GLL
B,27-05-2020,27-05-2020,27-05-2020,99,BB03,24286,,,0,191213,5,DIESEL B5 S50,2.755,9.23,10.89,25.42,4.58,30.00,18,1,0,98,0,,GLL
B,27-05-2020,27-05-2020,27-05-2020,99,BB03,24287,,,0,191229,5,DIESEL B5 S50,2,9.23,10.89,18.46,3.32,21.78,18,1,0,98,0,,GLL
B,27-05-2020,27-05-2020,27-05-2020,99,BB03,24288,,,0,191241,2,GAS 90,5.232,9.65,11.39,50.50,9.09,59.59,18,1,0,98,0,,GLL
B,27-05-2020,27-05-2020,27-05-2020,99,BB03,24289,,,0,191242,5,DIESEL B5 S50,14.234,9.23,10.89,131.36,23.65,155.01,18,1,0,98,0,,GLL
B,28-05-2020,28-05-2020,28-05-2020,99,BB03,24290,,,0,191278,4,GAS 98,4.076,11.86,13.99,48.32,8.70,57.02,18,1,0,1,0,,GLL
B,28-05-2020,28-05-2020,28-05-2020,99,BB03,24291,,,0,191300,2,GAS 90,1.756,9.65,11.39,16.95,3.05,20.00,18,1,0,1,0,,GLL
B,28-05-2020,28-05-2020,28-05-2020,99,BB03,24292,,,0,191327,2,GAS 90,0.439,9.65,11.39,4.24,0.76,5.00,18,1,0,98,0,,GLL
B,28-05-2020,28-05-2020,28-05-2020,99,BB03,24293,,,0,191334,2,GAS 90,10.535,9.65,11.39,101.69,18.30,119.99,18,1,0,1,0,,GLL
B,28-05-2020,28-05-2020,28-05-2020,99,BB03,24294,,,0,191367,2,GAS 90,0.878,9.65,11.39,8.47,1.53,10.00,18,1,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24295,C_000001,C_000001,0,,2,GAS 90,1.756,9.65,11.39,16.95,3.05,20.00,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24296,C_000001,C_000001,0,,2,GAS 90,0.878,9.65,11.39,8.47,1.53,10.00,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24297,,,0,191466,5,DIESEL B5 S50,4.591,9.23,10.89,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24298,,,0,191489,2,GAS 90,4.39,9.65,11.39,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24299,C_000001,C_000001,0,,2,GAS 90,2.107,9.65,11.39,20.34,3.66,24.00,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24300,C_000001,C_000001,0,,3,GAS 95,0.995,11.09,13.09,11.03,1.99,13.02,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24301,,,0,191512,2,GAS 90,4.39,9.65,11.39,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24302,C_000001,C_000001,0,,2,GAS 90,1.317,9.65,11.39,12.71,2.29,15.00,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24303,C_000001,C_000001,0,,2,GAS 90,1.317,9.65,11.39,12.71,2.29,15.00,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24304,,,0,191520,3,GAS 95,1.528,11.09,13.09,16.95,3.05,20.00,18,1,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24305,C_000001,C_000001,0,,2,GAS 90,0.439,9.65,11.39,4.24,0.76,5.00,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24306,C_000001,C_000001,0,,3,GAS 95,0.611,11.09,13.09,6.78,1.22,8.00,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24307,C_000001,C_000001,0,,2,GAS 90,0.615,9.65,11.39,5.93,1.07,7.00,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24308,,,0,191544,5,DIESEL B5 S50,3.673,9.23,10.89,33.90,6.10,40.00,18,1,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24309,C_000001,C_000001,0,,2,GAS 90,1.58,9.65,11.39,15.25,2.75,18.00,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24310,,,0,191556,2,GAS 90,8.78,9.65,11.39,84.75,15.25,100.00,18,1,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24311,C_000001,C_000001,0,,2,GAS 90,0.263,9.65,11.39,2.54,0.46,3.00,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24312,C_000001,C_000001,0,,2,GAS 90,1.756,9.65,11.39,16.95,3.05,20.00,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24313,,,0,191573,5,DIESEL B5 S50,4.591,9.23,10.89,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24314,C_000001,C_000001,0,,2,GAS 90,2.634,9.65,11.39,25.42,4.58,30.00,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24315,C_000001,C_000001,0,,2,GAS 90,0.466,9.65,11.39,4.50,0.81,5.31,18,98,0,98,0,,GLL
B,29-05-2020,29-05-2020,29-05-2020,99,BB03,24316,,,0,191630,5,DIESEL B5 S50,9.183,9.23,10.89,84.75,15.25,100.00,18,1,0,1,0,,GLL
B,30-05-2020,30-05-2020,30-05-2020,99,BB03,24317,,,0,191681,2,GAS 90,1.756,9.65,11.39,16.95,3.05,20.00,18,1,0,98,0,,GLL
B,30-05-2020,30-05-2020,30-05-2020,99,BB03,24318,,,0,191738,5,DIESEL B5 S50,2.755,9.23,10.89,25.42,4.58,30.00,18,1,0,98,0,,GLL
B,30-05-2020,30-05-2020,30-05-2020,99,BB03,24319,,,0,191739,5,DIESEL B5 S50,9.183,9.23,10.89,84.75,15.25,100.00,18,1,0,98,0,,GLL
B,30-05-2020,30-05-2020,30-05-2020,99,BB03,24320,,,0,191753,2,GAS 90,7.463,9.65,11.39,72.03,12.97,85.00,18,1,0,1,0,,GLL
B,30-05-2020,30-05-2020,30-05-2020,99,BB03,24321,,,0,191778,5,DIESEL B5 S50,2.755,9.23,10.89,25.42,4.58,30.00,18,1,0,98,0,,GLL
B,30-05-2020,30-05-2020,30-05-2020,99,BB03,24322,,,0,191781,3,GAS 95,1.528,11.09,13.09,16.95,3.05,20.00,18,1,0,98,0,,GLL
B,30-05-2020,30-05-2020,30-05-2020,99,BB03,24323,C_000001,C_000001,0,,3,GAS 95,1.528,11.09,13.09,16.95,3.05,20.00,18,98,0,98,0,,GLL
B,30-05-2020,30-05-2020,30-05-2020,99,BB03,24324,,,0,191822,5,DIESEL B5 S50,7.346,9.23,10.89,67.80,12.20,80.00,18,1,0,98,0,,GLL
B,31-05-2020,31-05-2020,31-05-2020,99,BB03,24325,,,0,191839,5,DIESEL B5 S50,19.172,9.23,10.89,176.93,31.85,208.78,18,1,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24326,C_000001,C_000001,0,,2,GAS 90,0.878,9.65,11.39,8.47,1.53,10.00,18,98,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24327,C_000001,C_000001,0,,2,GAS 90,0.439,9.65,11.39,4.24,0.76,5.00,18,98,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24328,C_000001,C_000001,0,,2,GAS 90,1.756,9.65,11.39,16.95,3.05,20.00,18,98,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24329,C_000001,C_000001,0,,2,GAS 90,0.878,9.65,11.39,8.47,1.53,10.00,18,98,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24330,C_000001,C_000001,0,,2,GAS 90,4.39,9.65,11.39,42.37,7.63,50.00,18,98,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24331,C_000001,C_000001,0,,2,GAS 90,0.439,9.65,11.39,4.24,0.76,5.00,18,98,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24332,C_000001,C_000001,0,,3,GAS 95,3.059,11.09,13.09,33.93,6.11,40.04,18,98,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24333,,,0,191982,5,DIESEL B5 S50,4.591,9.23,10.89,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24334,,,0,191993,3,GAS 95,0.764,11.09,13.09,8.47,1.53,10.00,18,1,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24335,C_000001,C_000001,0,,2,GAS 90,0.439,9.65,11.39,4.24,0.76,5.00,18,98,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24336,,,0,192009,2,GAS 90,0.878,9.65,11.39,8.47,1.53,10.00,18,1,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24337,,,0,192011,5,DIESEL B5 S50,4.591,9.23,10.89,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24338,,,0,192017,5,DIESEL B5 S50,9.183,9.23,10.89,84.75,15.25,100.00,18,1,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24339,,,ABX-668,192045,4,GAS 98,7.148,11.86,13.99,84.75,15.25,100.00,18,1,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24340,,,0,192061,2,GAS 90,4.39,9.65,11.39,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,01-06-2020,01-06-2020,01-06-2020,99,BB03,24341,,,0,192093,5,DIESEL B5 S50,5.51,9.23,10.89,50.85,9.15,60.00,18,1,0,98,0,,GLL
B,02-06-2020,02-06-2020,02-06-2020,99,BB03,24342,C_000001,C_000001,0,,3,GAS 95,1.528,11.09,13.09,16.95,3.05,20.00,18,98,0,98,0,,GLL
B,02-06-2020,02-06-2020,02-06-2020,99,BB03,24343,,,0,192114,5,DIESEL B5 S50,4.591,9.23,10.89,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,02-06-2020,02-06-2020,02-06-2020,99,BB03,24344,,,0,192127,2,GAS 90,1.756,9.65,11.39,16.95,3.05,20.00,18,1,0,98,0,,GLL
B,02-06-2020,02-06-2020,02-06-2020,99,BB03,24345,,,0,192161,5,DIESEL B5 S50,1.837,9.23,10.89,16.95,3.05,20.00,18,1,0,98,0,,GLL
B,02-06-2020,02-06-2020,02-06-2020,99,BB03,24346,,,0,192176,5,DIESEL B5 S50,4.591,9.23,10.89,42.37,7.63,50.00,18,1,0,98,0,,GLL
B,02-06-2020,02-06-2020,02-06-2020,99,BB03,24347,,,0,192177,5,DIESEL B5 S50,6.428,9.23,10.89,59.32,10.68,70.00,18,1,0,98,0,,GLL
B,02-06-2020,02-06-2020,02-06-2020,99,BB03,24348,C_000001,C_000001,0,,2,GAS 90,0.527,9.65,11.39,5.08,0.92,6.00,18,98,0,98,0,,GLL
B,02-06-2020,02-06-2020,02-06-2020,99,BB03,24349,,,0,192182,5,DIESEL B5 S50,2.755,9.23,10.89,25.42,4.58,30.00,18,1,0,98,0,,GLL
B,02-06-2020,02-06-2020,02-06-2020,99,BB03,24350,C_000001,C_000001,0,,2,GAS 90,0.439,9.65,11.39,4.24,0.76,5.00,18,98,0,98,0,,GLL
B,02-06-2020,02-06-2020,02-06-2020,99,BB03,24351,C_000001,C_000001,0,,2,GAS 90,0.439,9.65,11.39,4.24,0.76,5.00,18,98,0,98,0,,GLL
B,02-06-2020,02-06-2020,02-06-2020,99,BB03,24352,C_000001,C_000001,0,,2,GAS 90,2.634,9.65,11.39,25.42,4.58,30.00,18,98,0,98,0,,GLL
B,02-06-2020,02-06-2020,02-06-2020,99,BB03,24353,,,0,192222,5,DIESEL B5 S50,2.755,9.23,10.89,25.42,4.58,30.00,18,1,0,98,0,,GLL
B,02-06-2020,02-06-2020,02-06-2020,99,BB03,24354,,,0,192231,4,GAS 98,7.148,11.86,13.99,84.75,15.25,100.00,18,1,0,98,0,,GLL
