"B","14-09-2019","1","0001","99","B001","00022932",,,," ","02","Gasohol 90",0.77,11.01,12.99,8.47,1.53,10.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022933",,,," ","02","Gasohol 90",0.39,11.01,12.99,4.24,0.76,5.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022934",,,," ","04","Gasohol 98",5,13.13,15.49,65.64,11.81,77.45,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022935",,,," ","02","Gasohol 90",0.39,11.01,12.99,4.24,0.76,5.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022936",,,," ","02","Gasohol 90",1.93,11.01,12.99,21.19,3.81,25.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022937",,,," ","02","Gasohol 90",0.23,11.01,12.99,2.54,0.46,3.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022938",,,," ","02","Gasohol 90",1.16,11.01,12.99,12.71,2.29,15.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022939",,,," ","05","DieselPro B5 S50 UV",4,10.03,11.84,40.14,7.22,47.36,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022940",,,," ","02","Gasohol 90",0.77,11.01,12.99,8.47,1.53,10.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022941",,,," ","02","Gasohol 90",1.54,11.01,12.99,16.95,3.05,20.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022942",,,," ","02","Gasohol 90",0.77,11.01,12.99,8.47,1.53,10.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022943",,,," ","04","Gasohol 98",3.23,13.13,15.49,42.37,7.63,50.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022944",,,," ","02","Gasohol 90",0.39,11.01,12.99,4.24,0.76,5.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022945",,,," ","02","Gasohol 90",1.13,11.01,12.99,12.38,2.23,14.61,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022946",,,," ","05","DieselPro B5 S50 UV",4.82,10.03,11.84,48.31,8.70,57.01,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022947",,,," ","05","DieselPro B5 S50 UV",8.87,10.03,11.84,88.98,16.02,105.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022948",,,," ","05","DieselPro B5 S50 UV",8.45,10.03,11.84,84.75,15.25,100.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022949",,,," ","02","Gasohol 90",0.15,11.01,12.99,1.69,0.31,2.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022950",,,," ","05","DieselPro B5 S50 UV",2.53,10.03,11.84,25.42,4.58,30.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022951",,,," ","02","Gasohol 90",0.39,11.01,12.99,4.24,0.76,5.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022952",,,," ","05","DieselPro B5 S50 UV",2,10.03,11.84,20.07,3.61,23.68,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022953",,,," ","02","Gasohol 90",0.39,11.01,12.99,4.24,0.76,5.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022954",,,," ","05","DieselPro B5 S50 UV",0.85,10.03,11.84,8.47,1.53,10.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022955",,,," ","02","Gasohol 90",0.39,11.01,12.99,4.24,0.76,5.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022956",,,," ","02","Gasohol 90",1.54,11.01,12.99,16.95,3.05,20.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022957",,,," ","02","Gasohol 90",0.77,11.01,12.99,8.47,1.53,10.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022958",,,," ","02","Gasohol 90",1.54,11.01,12.99,16.95,3.05,20.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022959",,,," ","05","DieselPro B5 S50 UV",6.34,10.03,11.84,63.57,11.44,75.01,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022960",,,," ","05","DieselPro B5 S50 UV",1.69,10.03,11.84,16.95,3.05,20.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022961",,,," ","05","DieselPro B5 S50 UV",7.46,10.03,11.84,74.84,13.47,88.31,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022962",,,," ","05","DieselPro B5 S50 UV",10.14,10.03,11.84,101.74,18.31,120.05,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022963",,,," ","05","DieselPro B5 S50 UV",6.76,10.03,11.84,67.80,12.20,80.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022964",,,," ","05","DieselPro B5 S50 UV",8.45,10.03,11.84,84.75,15.25,100.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022965",,,," ","05","DieselPro B5 S50 UV",5.91,10.03,11.84,59.32,10.68,70.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022966",,,," ","05","DieselPro B5 S50 UV",4.22,10.03,11.84,42.37,7.63,50.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022967",,,," ","05","DieselPro B5 S50 UV",5.07,10.03,11.84,50.86,9.15,60.01,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022968",,,," ","05","DieselPro B5 S50 UV",5.49,10.03,11.84,55.08,9.92,65.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022969",,,," ","02","Gasohol 90",0.23,11.01,12.99,2.54,0.46,3.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022970",,,," ","02","Gasohol 90",1.54,11.01,12.99,16.95,3.05,20.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022971",,,," ","02","Gasohol 90",0.39,11.01,12.99,4.24,0.76,5.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022972",,,," ","02","Gasohol 90",0.39,11.01,12.99,4.24,0.76,5.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022973",,,," ","02","Gasohol 90",0.31,11.01,12.99,3.39,0.61,4.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022974",,,," ","02","Gasohol 90",0.77,11.01,12.99,8.47,1.53,10.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022975",,,," ","02","Gasohol 90",0.81,11.01,12.99,8.91,1.60,10.51,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022976",,,," ","05","DieselPro B5 S50 UV",0.85,10.03,11.84,8.47,1.53,10.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022977",,,," ","02","Gasohol 90",0.77,11.01,12.99,8.47,1.53,10.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022978",,,," ","05","DieselPro B5 S50 UV",1.55,10.03,11.84,15.56,2.80,18.36,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022979",,,," ","02","Gasohol 90",0.39,11.01,12.99,4.24,0.76,5.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022980",,,," ","02","Gasohol 90",2.31,11.01,12.99,25.42,4.58,30.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022981",,,," ","02","Gasohol 90",1.16,11.01,12.99,12.71,2.29,15.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022982",,,," ","02","Gasohol 90",0.54,11.01,12.99,5.93,1.07,7.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022983",,,," ","05","DieselPro B5 S50 UV",10.19,10.03,11.84,102.21,18.40,120.61,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022984",,,," ","05","DieselPro B5 S50 UV",0.85,10.03,11.84,8.47,1.53,10.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022985",,,," ","02","Gasohol 90",0.21,11.01,12.99,2.27,0.41,2.68,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022986",,,," ","05","DieselPro B5 S50 UV",4.22,10.03,11.84,42.37,7.63,50.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022987",,,," ","05","DieselPro B5 S50 UV",4.65,10.03,11.84,46.61,8.39,55.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022988",,,," ","05","DieselPro B5 S50 UV",11.72,10.03,11.84,117.55,21.16,138.71,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022989",,,," ","05","DieselPro B5 S50 UV",9.96,10.03,11.84,99.97,18.00,117.97,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022990",,,," ","02","Gasohol 90",0.39,11.01,12.99,4.24,0.76,5.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022991",,,," ","02","Gasohol 90",0.68,11.01,12.99,7.53,1.36,8.89,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022992",,,," ","05","DieselPro B5 S50 UV",6.76,10.03,11.84,67.80,12.20,80.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022993",,,," ","05","DieselPro B5 S50 UV",12.94,10.03,11.84,129.86,23.37,153.23,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022994",,,," ","02","Gasohol 90",0.31,11.01,12.99,3.39,0.61,4.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022995",,,," ","05","DieselPro B5 S50 UV",11.95,10.03,11.84,119.86,21.58,141.44,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022996",,,," ","05","DieselPro B5 S50 UV",12.98,10.03,11.84,130.19,23.43,153.62,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022997",,,," ","02","Gasohol 90",1.54,11.01,12.99,16.95,3.05,20.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022998",,,," ","05","DieselPro B5 S50 UV",4.22,10.03,11.84,42.37,7.63,50.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00022999",,,," ","05","DieselPro B5 S50 UV",7.59,10.03,11.84,76.18,13.71,89.89,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023000",,,," ","05","DieselPro B5 S50 UV",5.91,10.03,11.84,59.32,10.68,70.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023001",,,," ","05","DieselPro B5 S50 UV",3.3,10.03,11.84,33.10,5.96,39.06,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023002",,,," ","02","Gasohol 90",3.85,11.01,12.99,42.37,7.63,50.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023003",,,," ","02","Gasohol 90",1.54,11.01,12.99,16.95,3.05,20.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023004",,,," ","02","Gasohol 90",1,11.01,12.99,11.02,1.98,13.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023005",,,," ","05","DieselPro B5 S50 UV",6.76,10.03,11.84,67.80,12.20,80.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023006",,,," ","05","DieselPro B5 S50 UV",5.07,10.03,11.84,50.86,9.16,60.02,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023007",,,," ","05","DieselPro B5 S50 UV",3.39,10.03,11.84,34.03,6.13,40.16,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023008",,,," ","04","Gasohol 98",6.46,13.13,15.49,84.75,15.25,100.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023009",,,," ","05","DieselPro B5 S50 UV",0.85,10.03,11.84,8.47,1.53,10.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023010",,,," ","02","Gasohol 90",1.54,11.01,12.99,16.95,3.05,20.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023011",,,," ","02","Gasohol 90",0.77,11.01,12.99,8.47,1.53,10.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023012",,,," ","05","DieselPro B5 S50 UV",4,10.03,11.84,40.14,7.22,47.36,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023013",,,," ","05","DieselPro B5 S50 UV",6.5,10.03,11.84,65.25,11.75,77.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023014",,,," ","05","DieselPro B5 S50 UV",6.33,10.03,11.84,63.56,11.44,75.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023015",,,," ","05","DieselPro B5 S50 UV",8.45,10.03,11.84,84.75,15.25,100.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023016",,,," ","02","Gasohol 90",2.31,11.01,12.99,25.42,4.58,30.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023017",,,," ","05","DieselPro B5 S50 UV",5.07,10.03,11.84,50.85,9.15,60.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023018",,,," ","05","DieselPro B5 S50 UV",11.82,10.03,11.84,118.64,21.36,140.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023019",,,," ","05","DieselPro B5 S50 UV",4.65,10.03,11.84,46.61,8.39,55.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023020",,,," ","05","DieselPro B5 S50 UV",12.67,10.03,11.84,127.12,22.88,150.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023021",,,," ","05","DieselPro B5 S50 UV",2.53,10.03,11.84,25.42,4.58,30.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B001","00023022",,,," ","05","DieselPro B5 S50 UV",7.8,10.03,11.84,78.25,14.08,92.33,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B002","00127285",,,," ","07","GLP",26.23,1.03,1.22,27.12,4.88,32.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127286",,,," ","07","GLP",40.98,1.03,1.22,42.37,7.63,50.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127287",,,," ","07","GLP",2.46,1.03,1.22,2.54,0.46,3.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127288",,,," ","07","GLP",26.73,1.03,1.22,27.64,4.97,32.61,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127289",,,," ","07","GLP",4.92,1.03,1.22,5.08,0.92,6.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127290",,,," ","07","GLP",10.66,1.03,1.22,11.02,1.98,13.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127291",,,," ","07","GLP",8.2,1.03,1.22,8.47,1.53,10.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127292",,,," ","07","GLP",21.34,1.03,1.22,22.06,3.97,26.03,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127293",,,," ","07","GLP",27.05,1.03,1.22,27.97,5.03,33.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127294",,,," ","05","DieselPro B5 S50 UV",1.27,10.03,11.84,12.71,2.29,15.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B002","00127295",,,," ","07","GLP",8.2,1.03,1.22,8.47,1.53,10.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127296",,,," ","07","GLP",8.2,1.03,1.22,8.47,1.53,10.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127297",,,," ","07","GLP",8.2,1.03,1.22,8.47,1.53,10.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127298",,,," ","07","GLP",4.1,1.03,1.22,4.24,0.76,5.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127299",,,," ","05","DieselPro B5 S50 UV",5.07,10.03,11.84,50.85,9.15,60.00,,,,,,,"GLL",
"B","14-09-2019","1","0001","99","B002","00127300",,,," ","07","GLP",12.3,1.03,1.22,12.71,2.29,15.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127301",,,," ","07","GLP",38.54,1.03,1.22,39.85,7.17,47.02,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127302",,,," ","07","GLP",16.39,1.03,1.22,16.95,3.05,20.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127303",,,," ","07","GLP",33.6,1.03,1.22,34.74,6.25,40.99,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127304",,,," ","07","GLP",4.1,1.03,1.22,4.24,0.76,5.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127305",,,," ","07","GLP",18.03,1.03,1.22,18.64,3.36,22.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127306",,,," ","07","GLP",4.1,1.03,1.22,4.24,0.76,5.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127307",,,," ","07","GLP",9.02,1.03,1.22,9.32,1.68,11.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127308",,,," ","07","GLP",4.44,1.03,1.22,4.59,0.83,5.42,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127309",,,," ","07","GLP",6.56,1.03,1.22,6.78,1.22,8.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127310",,,," ","07","GLP",8.04,1.03,1.22,8.31,1.50,9.81,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127311",,,," ","07","GLP",4.01,1.03,1.22,4.14,0.75,4.89,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127312",,,," ","07","GLP",4.1,1.03,1.22,4.24,0.76,5.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127313",,,," ","07","GLP",12.3,1.03,1.22,12.71,2.29,15.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127314",,,," ","07","GLP",4.92,1.03,1.22,5.08,0.92,6.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127315",,,," ","07","GLP",21.12,1.03,1.22,21.83,3.93,25.76,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127316",,,," ","07","GLP",12.3,1.03,1.22,12.71,2.29,15.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127317",,,," ","07","GLP",11.07,1.03,1.22,11.45,2.06,13.51,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127318",,,," ","07","GLP",14.76,1.03,1.22,15.26,2.75,18.01,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127319",,,," ","07","GLP",9.84,1.03,1.22,10.17,1.83,12.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127320",,,," ","07","GLP",8.2,1.03,1.22,8.47,1.53,10.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127321",,,," ","07","GLP",16.39,1.03,1.22,16.95,3.05,20.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127322",,,," ","07","GLP",6.56,1.03,1.22,6.78,1.22,8.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127323",,,," ","07","GLP",9.84,1.03,1.22,10.17,1.83,12.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127324",,,," ","07","GLP",8.2,1.03,1.22,8.47,1.53,10.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127325",,,," ","07","GLP",5.74,1.03,1.22,5.93,1.07,7.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127326",,,," ","07","GLP",8.2,1.03,1.22,8.47,1.53,10.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127327",,,," ","07","GLP",4.1,1.03,1.22,4.24,0.76,5.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127328",,,," ","07","GLP",16.39,1.03,1.22,16.95,3.05,20.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127329",,,," ","07","GLP",16.39,1.03,1.22,16.95,3.05,20.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127330",,,," ","07","GLP",6.56,1.03,1.22,6.78,1.22,8.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127331",,,," ","07","GLP",18.53,1.03,1.22,19.16,3.45,22.61,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127332",,,," ","07","GLP",23.77,1.03,1.22,24.58,4.42,29.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127333",,,," ","07","GLP",8.2,1.03,1.22,8.47,1.53,10.00,,,,,,,"LTR",
"B","14-09-2019","1","0001","99","B002","00127334",,,," ","07","GLP",21.49,1.03,1.22,22.22,4.00,26.22,,,,,,,"LTR",
